commondata_001	commondata_002	commondata_003	commondata_004	commondata_009	uniquefloat_001
T9cb46c9662862882248	18505102	25363362	若秋涼	202112	4.0
T9cb4a2d223372206071	21120339	11677721	蘭迪bt2	202112	1.0
T9cb5591b52953585507	8860246	5725109	乂鬼偷暗神乂	202112	2.0
T9cb5d44000711648902	9334567	25453714	Henhenhahe	202112	1.0
T9cb6717428617243561	9776356	6789421	水果o果糖	202112	1.0
T9cb87a5f27102093529	12015353	25816369	有這職業嘛	202112	1.0
T9cb9f685f4865944906	20971888	14901893	Mr跳蛙oo	202112	2.0
T9cbab10377407853890	18444510	26047720	怎可以這麼累	202112	6.0
T9cbaf91c76271875007	20672069	17978602	明日戰記	202112	1.0
T9cbaf91c76271875007	20672069	18329131	港片明日戰記	202112	1.0
T9cbb029104554869147	21290280	17222716	溼身c	202112	5.0
T9cbb0602e5281160513	20452591	12008117	KAINEK	202112	2.0
T9cbb577906028461737	16624843	11745070	檸檬凱伊	202112	1.0
T9cbc530895336824974	21329598	16272037	StarRyuuu	202112	6.0
T9cbc530895336824974	21329598	16298222	poppco	202112	2.0
T9cbc530895336824974	21329598	16405646	Ambertang	202112	1.0
T9cbc7f1629861562778	21002941	25962827	剛升高一	202112	1.0
T9cbd50d639624803939	19743766	17265424	Yc大爵士	202112	2.0
T9cbdc428a4937877097	21051521	18476197	Tu2n	202112	1.0
T9cbdde6e90597284130	21333930	16345146	龜Celeb17	202112	1.0
T9cbdde6e90597284130	21333930	16354325	西行寺神神娜	202112	1.0
T9cbdde6e90597284130	21333930	16460710	只會上buff	202112	6.0
T9cbde70d67838015131	10100802	16127966	o大奶不加糖o	202112	4.0
T9cbec53303879989558	20608885	14070473	Molly檸檬	202112	4.0
T9cbedca0c0033172959	20553321	15990386	中華龍拳勁夫	202112	3.0
T9cbedca0c0033172959	20553321	16041067	帶帶箭神	202112	1.0
T9cbefc67f8304101381	11532362	16898288	曉魄犘焱澪	202112	1.0
T9cbf72f9c3934917341	12784294	25391884	喬喬阿喬阿	202112	2.0
T9cbfaffa29027429379	9809770	12323724	如昕ooo	202112	7.0
T9cbfaffa29027429379	9809770	12334234	如昕o	202112	5.0
T9cbfaffa29027429379	9809770	16180406	如倉庫ccc	202112	1.0
T9cc00640c8448438764	10931145	17619586	幻影世杖	202112	3.0
T9cc039eaf0918750995	18585903	12512541	銀時的萬事屋	202112	1.0
T9cc08bf569915396923	17899163	24414871	我的小小龍魔	202112	1.0
T9cc090a253563199015	10430541	8313803	心伿o	202112	1.0
T9cc10dbe09805069405	17156343	14864550	柘氏癸拔	202112	1.0
T9cc10dbe09805069405	17156343	15037137	柘野泰癸	202112	2.0
T9cc160f5d4857839554	18761189	16181646	偷吃魚的汪	202112	3.0
T9cc1bf5cd4268081274	19301848	16918088	沐妍m	202112	1.0
T9cc2520e51418119315	9131843	11560782	Ducky婕	202112	1.0
T9cc3685bc0022777158	21322594	18712317	XIAOFuuuuuuu	202112	1.0
T9cc3967311511323135	18454294	10126862	詩乃壽司	202112	10.0
T9cc4000e08999345813	21346449	16437541	巧妹美	202112	1.0
T9cc431e650315288529	20466589	13807335	甘靚仔	202112	21.0
T9cc4b62ac9141851718	21023693	25184281	Hauyne	202112	2.0
T9cc50d5f91271047131	20483435	13851462	苦味泞檬	202112	2.0
T9cc50d5f91271047131	20483435	14501738	黛葆	202112	1.0
T9cc54146a3705022821	20642656	16419575	貓糧供應商	202112	1.0
T9cc56416c8949632918	21211384	15846065	Gentle雪狼哥	202112	4.0
T9cc5d40ee1676211670	21055485	15300899	會F飛的俠	202112	20.0
T9cc6b6b351281590178	15489828	9105771	盜亦x	202112	1.0
T9cc6b78701307805700	9233827	26045564	C0VIDo19	202112	4.0
T9cc7defd45990379098	20383588	16907433	SS3000SS	202112	1.0
T9cc7ea8825243342585	20092997	13831870	練慢一點啦	202112	1.0
T9cc7ea8825243342585	20092997	14209176	練漫一點啦	202112	2.0
T9cc7ea8825243342585	20092997	14512831	大砲打老鷹	202112	2.0
T9cc7ef91f5130624085	21285045	16061741	明天過好好嗎	202112	10.0
T9cc8ab4274036675134	13684160	17177777	PeakyMo	202112	1.0
T9cc95084c9313348703	18807898	15398610	小滴滴r	202112	1.0
T9cc9534251623375528	21303516	16313661	舊夢oo殘燭	202112	5.0
T9cca364fa0632670541	21149745	26134922	啊不就超秋逆	202112	6.0
T9cca5fb3d7393406672	17231173	17167585	歐哈吶u	202112	1.0
T9cca9edf80915896878	21065916	18507631	凱陰木花道	202112	2.0
T9ccac4f5d0910220665	21218106	26238814	天赦陰陽師	202112	13.0
T9ccb5194a8922625263	10034292	26239413	Oo月x月oO	202112	1.0
T9ccc1fa5b0643280280	11559642	23590384	smile乂空虛o	202112	2.0
T9ccca2f0b8285283191	20879281	14770195	億劍司蒼瓊	202112	1.0
T9ccce84e05981664575	11980244	26031838	好油oahoy	202112	2.0
T9ccde34765959634374	16922761	15500015	帥哥o阿業	202112	1.0
T9cce88fc79066675077	21242498	15981064	阿雨辰	202112	1.0
T9cceb24db8586809099	8922933	11707721	fury我的愛	202112	1.0
T9ccfdd0b97700894675	8307077	6608169	阿吁仔	202112	1.0
T9ccff374f1087392018	11611828	15852338	Usowotsuku樂	202112	1.0
T9cd03ebf20889429919	21322835	16169581	佰佰佰R	202112	6.0
T9cd045e598216421031	12002264	26182152	楓谷攻略機器	202112	2.0
T9cd06fda50731182613	21329517	16270789	杜灡特	202112	3.0
T9cd09446b3458620267	21030445	15130177	羅婉秋	202112	1.0
T9cd155fcc7817528956	9974421	17769907	xE7x	202112	1.0
T9cd1662844408109719	20870627	15161041	瀟瀟夜子	202112	3.0
T9cd178da05814900597	9417567	25535199	朱雀院初	202112	13.0
T9cd21cedd9221754055	9169917	15001399	Show秀秀寶貝	202112	5.0
T9cd25ff274894392771	18482337	16399762	藍莓高蛋白	202112	6.0
T9cd39f1145337118417	10272600	11694062	小赤佬z	202112	2.0
T9cd448a496836477468	20997202	14990229	楓谷獵農	202112	2.0
T9cd4590cd7878298720	20288183	14200498	壹肆玖陸	202112	1.0
T9cd4b5fed4362929984	21069987	25217582	天天吃三餐	202112	1.0
T9cd4bc9c11139358594	12015749	11668804	神人Desire	202112	1.0
T9cd4bc9c11139358594	12015749	9732965	莫須有Grenze	202112	1.0
T9cd4cfbab7632546509	17968982	25213405	clionmyoji	202112	1.0
T9cd4cfbab7632546509	17968982	8192504	clichen	202112	5.0
T9cd4d97d21873919535	20449974	14601649	就在此課	202112	2.0
T9cd4fc3122167893896	21240999	15976502	DemiKanna02	202112	4.0
T9cd53f7c15356946666	21321684	11972184	望月熾燁	202112	4.0
T9cd61cc867556791827	20576875	25589958	儸克颯	202112	1.0
T9cd65525e0833225218	18434040	12007611	半糖熱	202112	1.0
T9cd69fc7b4360431952	10735804	12591762	櫻樹下的小夏	202112	2.0
T9cd6dfddf9350189539	21115129	11697238	偉偉暗陰娘	202112	10.0
T9cd70be825200760008	20661439	12038334	旺旺雪餅003	202112	7.0
T9cd70be825200760008	20661439	16447139	旺旺雪餅005	202112	7.0
T9cd70be825200760008	20661439	17287559	旺旺雪餅004	202112	12.0
T9cd70be825200760008	20661439	17975292	旺旺雪餅002	202112	3.0
T9cd70be825200760008	20661439	25562343	旺旺雪餅001	202112	5.0
T9cd70be825200760008	20661439	25650478	旺旺雪餅006	202112	15.0
T9cd7370559823640601	21334063	16317879	彌陀小明星	202112	1.0
T9cd76dc2d4499332979	18099675	11743657	大甲阿根	202112	1.0
T9cd7c0c2d1649565638	18451401	16711885	豬豬吃便當a	202112	2.0
T9cd7ca1106167687827	21350464	18775598	無情刷怪物	202112	1.0
T9cd7ec6c77915940178	17175171	17916412	稽查員9527	202112	5.0
T9cd7f5e100827071958	21345258	16430909	別鬧33	202112	2.0
T9cd7fbd6b4170125513	21210919	17117783	賽伊達茲	202112	4.0
T9cd80ea792189565401	20860883	15455856	o我愛柴柴C	202112	9.0
T9cd8dbd026018131553	17227049	17898499	皇家甚平	202112	3.0
T9cd8eb8304627140041	21347233	16435072	林北突然降臨	202112	2.0
T9cda15ef31229295319	13962342	26379423	布偶貓拿鐵o	202112	12.0
T9cda87d837499216881	20609463	14054852	兼職o主教	202112	1.0
T9cda87d837499216881	20609463	14261856	開拓逆天	202112	1.0
T9cdad7d821472049415	10541315	5599770	o烈燄o火神o	202112	1.0
T9cdad7d821472049415	10541315	5826283	o主教卡斯特o	202112	1.0
T9cdc138969476653164	17668815	10069520	Hellovo	202112	1.0
T9cdc49c937429949981	21343229	16386506	檸檬treeeee	202112	2.0
T9cdc9ade27993628390	21346413	16440249	高潔勞動人民	202112	6.0
T9cdd03f064208059067	13316505	25282389	Leinaaaaac	202112	1.0
T9cddb58de3422452418	12791789	15963960	亞馬遜o鏈	202112	1.0
T9cde4aaca3529310523	16632034	6714319	泰勒魷魚絲	202112	1.0
T9ce092adc4125141917	8410724	10182144	黑之拳豪	202112	2.0
T9ce0e19340567852001	19617834	10864550	捏捏雞	202112	1.0
T9ce2c30190749336679	21197380	15811235	阿哲勛	202112	2.0
T9ce2e7c134310597917	17177620	17041017	喝我的鮮奶	202112	2.0
T9ce37dcd55862832389	18487333	23951722	Masa小孩仔	202112	1.0
T9ce40f10b9506243276	21095062	15578799	校正回歸仔	202112	1.0
T9ce42f81f6098565163	19989496	15295767	Taeyeon01	202112	1.0
T9ce4d72698084625459	12293917	7017209	無法這名字	202112	1.0
T9ce519fd66123952853	18448592	18541166	美麗杜望娜	202112	8.0
T9ce5225476005533321	21090448	15405411	春田呱呱	202112	1.0
T9ce6348c66287939054	9783215	14982339	逸canon	202112	1.0
T9ce6be3363936785442	21147639	15643282	玥玥喝茶	202112	5.0
T9ce6cd4088975461851	14075725	16443147	少聿A	202112	3.0
T9ce71860e5311281118	17012609	15351478	Likkrit	202112	5.0
T9ce71860e5311281118	17012609	17270776	牟沐	202112	2.0
T9ce72f1d15102645490	21184993	15779189	澤慧	202112	1.0
T9ce8cc1376912412732	21310930	17246859	喫喫茶包	202112	3.0
T9ce8e87a63516512928	13585498	13318467	夜雨落o	202112	5.0
T9ce93c33b8487035167	13560534	15606104	應濬	202112	1.0
T9ce9756303268710609	20481849	13874042	聖錘之毅x	202112	1.0
T9ce98af182126036483	21076323	15652485	月宮梧支	202112	8.0
T9ce9a9fc63701548940	21014980	15155333	飛屋環谷記	202112	1.0
T9ce9a9fc63701548940	21014980	15529432	木堅村一期	202112	18.0
T9ce9b8d551618513035	16953520	18622370	超長效防蚊液	202112	5.0
T9ce9d09008141439097	7085595	10703163	奇葆哦c	202112	1.0
T9cea528f88407469099	21175021	17078393	夏末殘荷	202112	1.0
T9cea541579282526433	21196757	25372278	若初見風靈	202112	4.0
T9cea806479371770897	21330806	17286065	花為眠	202112	2.0
T9ceb052f61089144981	8477481	24839626	靈鳶閣泰定	202112	2.0
T9ceb4d2729113218918	19117925	13084342	o那片星空o	202112	3.0
T9cec2ea3f8492881840	21034403	16932331	奈卡喝羅	202112	9.0
T9cecb79019932666689	20826389	14605250	黛黛相傳	202112	6.0
T9cecb7e7b1672794984	18791497	12799747	柜內夜月	202112	2.0
T9ced5b56e0717727678	17520961	13508888	神樂板雙葉	202112	1.0
T9cee95fc83303169744	13910843	18309709	手握日月摘心	202112	2.0
T9ceea67ad0262122581	17517937	18406143	主403普咒	202112	1.0
T9ceec3b914957430553	15795378	26270552	MayLay	202112	5.0
T9ceef24e75138610720	12541124	6776481	首席語風	202112	2.0
T9cef24b9f8942549532	17214902	10602527	大中天霸龍	202112	1.0
T9cefd51245308567199	21041252	15507529	星星念	202112	1.0
T9cefde5d75933710282	11368573	8236909	草之風使	202112	1.0
T9cefde5d75933710282	11368573	8273455	Aranter	202112	2.0
T9cefde5d75933710282	11368573	9889913	輪迴真理	202112	1.0
T9cf0255d56512180678	21350198	26449111	太漓	202112	3.0
T9cf0384bc8135442485	10846548	15627052	泡泡茶壺先生	202112	1.0
T9cf038b4c4098059517	18528572	12620100	夜雪ilya	202112	1.0
T9cf038b4c4098059517	18528572	24780160	織田夜雪	202112	2.0
T9cf06f36f4153056276	8598384	16363311	黑騎x小飛龍	202112	1.0
T9cf0c42605355521434	21024012	15105190	南离月焚	202112	1.0
T9cf0c60c96314599353	21175236	25343865	戴亦芃	202112	2.0
T9cf0c60c96314599353	21175236	25357708	陳霈青	202112	2.0
T9cf0ff1121291612741	21012442	15113561	拉斯o普京	202112	1.0
T9cf1ac0084604550657	21028107	15120171	嘿嘿你猜	202112	3.0
T9cf2026ed4694682036	20470631	13821416	不敢動	202112	4.0
T9cf26974b0338628012	18581818	25270716	夜光阿柴柴	202112	1.0
T9cf2a4f740570768924	17145123	25363107	瑟惠邊源仁	202112	2.0
T9cf2a76bc7244107653	19419447	25907814	旦旦咖啡香	202112	1.0
T9cf2f42241417218850	8933018	12419642	Lee唷	202112	7.0
T9cf32aaff7211482879	11624995	26008774	哈囉找女友	202112	1.0
T9cf331b4a8903380603	21048774	15823439	忙著老去	202112	1.0
T9cf3597466766090694	9254197	11649360	一天睡八小	202112	1.0
T9cf379cf85328822400	21058414	18455017	外文妹紙	202112	1.0
T9cf3d1fed0486188834	20836160	11631349	北小路橫濱	202112	1.0
T9cf4278fe2268850362	11173570	9489442	芊絲	202112	1.0
T9cf4355a80361827031	21152533	26138960	TzuYuuuuuu	202112	6.0
T9cf43dbd10431090709	21026961	15119056	阿庫婭蛤	202112	1.0
T9cf4ae4e37863008205	17973200	15496159	小資銀回真9	202112	27.0
T9cf4cf7f12751174692	21120808	26099121	養隻小老虎	202112	1.0
T9cf5858260692856064	21208648	11987915	宇文茉湘	202112	1.0
T9cf61a2234579071921	21163510	17056939	七里香8	202112	4.0
T9cf63f3f63373386808	9218055	14373708	淡水超級阿罵	202112	2.0
T9cf6d0bcd0341346914	20682023	14227979	地表最強蘑菇	202112	3.0
T9cf6fe1280079068542	18941184	10716150	宵夜吃燒肉	202112	1.0
T9cf793b876152676018	15803388	16459235	KS烏娜	202112	3.0
T9cf7d25099292365597	11024436	16694440	妡妍t	202112	2.0
T9cf7dca4a2281308460	20456672	13785649	靜凈敬境	202112	1.0
T9cf8b0d5f5820521863	12944788	11822206	the浣熊	202112	1.0
T9cf8fcaa38179297422	21295115	16111221	芙莉西婭	202112	2.0
T9cf8fcaa38179297422	21295115	16254883	亞索菲兒	202112	1.0
T9cf998fd18373026359	21015408	25420840	一沫爅一	202112	1.0
T9cfaef06b5041179046	20522174	16547427	星翠幻慕v4	202112	4.0
T9cfbb5f091140397455	14527020	14492768	毛咪姆拉	202112	2.0
T9cfbb5f091140397455	14527020	14875297	眈眈飛彈	202112	1.0
T9cfc1b6046997755661	21067478	15277449	我下面味道好	202112	4.0
T9cfc261ec4743132029	21088354	15396216	凹凹凹凹9	202112	1.0
T9cfc278166460279149	20998159	26040741	長屋晴	202112	1.0
T9cfc278166460279149	20998159	26126029	神谷香奈江	202112	2.0
T9cfc5daa81839986842	13622651	9618878	鬼雷黑騎士	202112	1.0
T9cfcd2b675468726785	17729706	17042829	離別之刻	202112	2.0
T9cfcd84870568991062	12237381	18230846	NN依新	202112	3.0
T9cfd9ad1a5508448696	13830666	24871850	RoadNeLo	202112	5.0
T9cfe5ba757047160819	11722955	18102357	影子會跳武	202112	3.0
T9cfecf8c73388642462	20792004	25909914	維尼遨遊星瀚	202112	1.0
T9cfefdddc6169026159	18791133	12890540	夏天還是冷	202112	1.0
T9cff036931384946827	21161927	25333076	楊凱帆太醜	202112	4.0
T9cff962626497308392	20656393	25621443	mahagrid	202112	3.0
T9d010022d7345257629	21232502	16034196	歐洲賭狗	202112	1.0
T9d0159b8f0732476558	14006107	9922367	0o冰焰凍天o0	202112	2.0
T9d028af3d4059390791	17663042	26231914	滅火小哥哥	202112	2.0
T9d028af3d4059390791	17663042	26448104	醜女婷變鳳凰	202112	3.0
T9d02ec3f46845805341	8931960	14456354	夏空中的星夜	202112	5.0
T9d038c3ae0877355235	13821205	16447890	Kirito光武	202112	2.0
T9d03df3674457993197	21342542	16383956	壹仟減七	202112	1.0
T9d040f1852673715801	13585171	26044301	朽抩	202112	1.0
T9d042dfdb2551995722	11335706	13202794	Rain玟玟	202112	2.0
T9d0483c2b3505113667	21098629	25245906	劍影藏日月mm	202112	1.0
T9d05259c21952409066	8683674	11886035	chu阿諾	202112	4.0
T9d0612a8a5278412785	8854506	8991026	13凱星斯	202112	1.0
T9d06ed2645704515372	10179419	16328018	還有人在玩嗎	202112	2.0
T9d07317728672016153	16629061	13943641	墨茉zOvOz	202112	1.0
T9d074905a9013105524	20590114	14062405	怒風使節啊	202112	1.0
T9d076c7fb4639788619	17735446	12043717	Exorcist永o	202112	7.0
T9d0810d603975882096	20704254	25435131	Bin糖蘆蘆	202112	2.0
T9d08a8dca8134394961	17191836	11749267	你奶奶跟我睡	202112	2.0
T9d093831b3101664067	18692353	15210690	珮佩霈peggy	202112	3.0
T9d09601bb1467238609	13203643	19449075	凡斯帝立亞克	202112	2.0
T9d09e06fc6470383582	20875277	25999607	台電英雄	202112	1.0
T9d09f18426831078973	17711132	18450806	背骨貓的內褲	202112	1.0
T9d0a845102071467179	21098754	16989591	小韌帶	202112	1.0
T9d0aa2fd37813037812	17331063	17902791	TakuM1	202112	6.0
T9d0ab30e00003353024	11857492	7495238	乂影武a哲	202112	1.0
T9d0bb63fd5938898524	10173780	23861627	蛋可可z	202112	2.0
T9d0c168386430630168	21140791	11699975	口托挖魯	202112	1.0
T9d0c4ec1d4474809617	21266701	16326602	貓輪燒4rMB	202112	1.0
T9d0c657400144470484	21331870	11997581	賢賢子	202112	8.0
T9d0c7a1690386231145	10432970	19156625	天罰赦免	202112	6.0
T9d0c7a1690386231145	10432970	25951468	酷吉走了QQ	202112	3.0
T9d0dcc8df1110917422	21178418	15761510	逍遙giegie	202112	10.0
T9d0de486e7129184087	21024206	15477844	菜兜兜	202112	6.0
T9d0f2d85b9417025471	21161260	26153273	犯罪顧問	202112	2.0
T9d0f567b23036780233	13437967	9435902	曉慶0002	202112	1.0
T9d0fe67da1892310205	21275263	18656864	光透進來	202112	1.0
T9d1075ca37680270433	21172205	26177418	我的薔薇	202112	2.0
T9d10904aa0013909909	21342432	16424761	一標四季	202112	2.0
T9d10ec4ac8383061545	17718554	15396779	Q陪陪夫君玩Q	202112	1.0
T9d127d5674574334580	18149077	11803977	等我想到名子	202112	7.0
T9d12825402842287945	17752746	14293078	愛睏柯基	202112	1.0
T9d13960017862554204	13489452	16681650	godof倉庫	202112	3.0
T9d13ebf5d0933309342	9026342	7975460	林驥	202112	1.0
T9d142a94d0305369629	21118157	26094158	Kassiorina	202112	1.0
T9d144cea85008231345	21210484	11831035	1lyvig英雄	202112	8.0
T9d14991d66649195934	10394318	16989531	Ark佛系練Yo	202112	1.0
T9d14b5b862856321309	21348562	16442053	Rush堈炮	202112	2.0
T9d14bcff71293366306	13969967	16325534	TKo竹	202112	7.0
T9d15904f56453355543	18696497	25312377	o乂柚柚乂o	202112	3.0
T9d162de6b1497150491	17780685	11988597	MageMillman	202112	11.0
T9d16657f16342254207	17045444	17024539	尹采煙	202112	1.0
T9d168d0075756836206	20541905	25576486	別說我普通啦	202112	4.0
T9d168d0075756836206	20541905	26160608	普通的凱殷啦	202112	1.0
T9d169d7851060529623	21214583	25389933	我有兩隻傻寶	202112	1.0
T9d1763d5c8132062315	17802898	15436863	劍芒冷浸秋月	202112	6.0
T9d1791dd62915374555	21106379	15949484	小雞奇遇記	202112	1.0
T9d17de7902258560730	13917448	14348838	媃糅	202112	2.0
T9d181f59b1830795207	11538416	25493107	雙龍村里長	202112	1.0
T9d183dd531467993972	18453549	11096829	酒柊c	202112	1.0
T9d1874ea80080063563	21180570	15879545	异瞳魔爪	202112	2.0
T9d1984dbe6652757422	10365576	16926999	小睿i	202112	2.0
T9d19d19f25929033124	21167833	11803617	豬腳飯好吃Z	202112	2.0
T9d1a099427118743991	21166001	11745951	謝謝不是謝謝	202112	11.0
T9d1a2e52c7855198966	11705178	25084407	幻o楓聖	202112	1.0
T9d1aff7db5044216312	20143362	26011983	全彈齊射	202112	3.0
T9d1cb8d2a1443616298	21333092	12002012	仗備道光	202112	5.0
T9d1cf30f47823601408	20524680	13923782	伊絲塔戰靈	202112	8.0
T9d1d0631a7672070581	11776903	11851023	奶茶葛格OuO	202112	1.0
T9d1d685302029055815	9266188	9545987	人要金裝	202112	1.0
T9d1d97c715938143280	20058985	18466546	奶茶閃光	202112	2.0
T9d1df74cb5542479938	18246044	25977244	DarknessAura	202112	1.0
T9d1e6c2ef3837142645	20998003	16907658	杰明尼	202112	3.0
T9d1ece4944656406731	11563235	19582888	040000033333	202112	1.0
T9d1eecff95858515294	21328376	16449103	姬洩	202112	4.0
T9d1efbbc55188997946	21167829	11750499	醉西湖心月主	202112	2.0
T9d1efbbc55188997946	21167829	12004974	玄沙冰池	202112	1.0
T9d1f2b52c7007381321	12280600	18544403	少年集團分身	202112	2.0
T9d1f591185641107235	20786487	25709721	零次元宅炮	202112	10.0
T9d20113044822474094	10463744	7320643	娃娃呦x	202112	4.0
T9d208b8b58223538479	20640981	24837781	Fireol冷白	202112	6.0
T9d2097e711171223930	12610699	7810521	焰黑Kiev	202112	1.0
T9d20d3b4d2744314817	11276826	6401065	刀下無魂	202112	4.0
T9d20e4e1d8028174566	20482857	13850162	YOhasake	202112	11.0
T9d20e4e1d8028174566	20482857	15990657	YOYakuza	202112	10.0
T9d20ff5f73533784075	20610508	16456932	大橘為重AoA	202112	3.0
T9d21007e32150255779	21013790	15072222	雷因法路斯	202112	20.0
T9d214c0b28519421381	18486871	12771957	穗緗	202112	1.0
T9d214c0b28519421381	18486871	16333095	芋純	202112	1.0
T9d21a8ba32570532026	21214644	11848492	sugar輪	202112	11.0
T9d22519f75492316335	10783692	26151992	o0小魔0o	202112	1.0
T9d23013d19669677750	9121297	2763539	A楓o髼S	202112	2.0
T9d24026b98206144531	21157250	15865921	藤原陰	202112	1.0
T9d2415c932678905635	9725196	19757585	無仩夜詠	202112	1.0
T9d241d6fc8862975189	18017964	16872901	安妮珠	202112	1.0
T9d25045928146420043	21117530	11793100	Takatsuna	202112	1.0
T9d25045928146420043	21117530	11793732	六花的風花	202112	3.0
T9d258e3440566852352	13839797	26246982	zzz哭阿zzz	202112	17.0
T9d25d5fb13926739538	13810598	9277281	中二a幻獸	202112	2.0
T9d2614a6c5473859078	21229505	15931868	果然bu是我96	202112	1.0
T9d2614a6c5473859078	21229505	18601971	果然bu是我95	202112	1.0
T9d266ef8b5625850253	17013250	16406809	雨天還不錯	202112	1.0
T9d267a8b56535643825	21103229	11658719	暗夜殘楓1029	202112	1.0
T9d26a8dfc6434441025	18564182	15561167	奧海輪舞	202112	1.0
T9d27c9b743320888673	13149932	18596643	missronss	202112	4.0
T9d27f2a8e7670916229	20817288	16708134	小熊維尼233	202112	27.0
T9d281d7722897914613	21209514	11809721	嗒嗒嗒触手啦	202112	1.0
T9d28bd77d6552874178	9156110	8564603	晴芸oo	202112	2.0
T9d29875a20615245209	9425752	17180893	夏暉夜王	202112	2.0
T9d29af2f73754026297	21283728	16061021	不想去愛你	202112	2.0
T9d29af2f73754026297	21283728	16452263	皆是虛幻	202112	6.0
T9d2a112975776688977	9550123	25281467	卍影心卍	202112	1.0
T9d2c245001037787855	10472358	7832048	Genius妞妞	202112	1.0
T9d2c57e596675004201	18832511	12978008	驚鴻一沫	202112	1.0
T9d2cba13d0914452261	21349889	16458489	煤有滾	202112	1.0
T9d2cfa6e07128628744	17369155	12369477	短腿高富帥	202112	1.0
T9d2d567a50505988132	21024594	15108913	鍵盤崩壞者	202112	1.0
T9d2d5bd842767339874	12591838	18482603	白築慕0w0	202112	8.0
T9d2d9241d1819709049	21220102	15905348	用不著有有	202112	1.0
T9d2e118349487484391	17996116	18353606	o小黛爾o	202112	1.0
T9d2e118349487484391	17996116	18598327	o冷夜策o	202112	3.0
T9d2e118349487484391	17996116	9092735	歡笙肖羽	202112	4.0
T9d2e118349487484391	17996116	9119509	o閃磊o	202112	1.0
T9d2e118349487484391	17996116	9125579	o劍蚝o	202112	3.0
T9d2e118349487484391	17996116	9125620	o鵟豹o	202112	1.0
T9d2f634194897792465	21349674	16450002	棘木	202112	3.0
T9d2fc99889235351552	9152921	12400217	black龍裂	202112	6.0
T9d303de190960991689	21283820	18694033	軟軟QQ的麻糬	202112	3.0
T9d303de190960991689	21283820	18765677	紫色的麻糬	202112	6.0
T9d303f9c18194603716	19477196	13293831	夜晚咕咕雞	202112	4.0
T9d31f54088411421490	21217754	15877469	粟悟飯龜功波	202112	1.0
T9d32606516523078169	13697758	11413444	Aoikana	202112	5.0
T9d32e501e5922873106	10982779	15393573	船井敏雄	202112	2.0
T9d32e7f7d4100251076	8778059	11611492	米斯康克I世	202112	1.0
T9d32e7f7d4100251076	8778059	5566085	米斯頓葛I世	202112	3.0
T9d32eb3791783316086	17628084	9657732	蕾姆醬歐派	202112	1.0
T9d331df2d9384423020	21334657	16336785	白心夏	202112	15.0
T9d331df2d9384423020	21334657	16352960	風悅輕靈	202112	1.0
T9d33a71832752656450	10447671	13793550	我是邊緣婀婀	202112	1.0
T9d33d240e2872774643	20961463	14879865	CLOUD不吃素	202112	3.0
T9d343faa40243490354	10767547	6987289	ROGER0448	202112	1.0
T9d34888676724344679	21021122	15185093	風很念舊停	202112	1.0
T9d3504c790722224270	8367157	10876571	崧o黨主席	202112	3.0
T9d353c8085318177512	21207031	17129341	ShiRainSu	202112	3.0
T9d353c8085318177512	21207031	17156240	o風哈哈o	202112	1.0
T9d353f8767801871650	10740293	17211989	我有鬼神唷	202112	2.0
T9d354a4559165315679	17256165	17972960	多多陰陽勒	202112	2.0
T9d354a4559165315679	17256165	18636283	褲子拉粑粑	202112	4.0
T9d35e3f472353026387	9437318	14468820	乂叫我皇家仔	202112	2.0
T9d364c38e3260973015	8669587	15068715	oo無限恐怖oo	202112	3.0
T9d36e613b7279191272	13047341	16098309	咬橘子貓貓	202112	10.0
T9d36e613b7279191272	13047341	9141795	小夜c喵	202112	2.0
T9d37172cc9464790043	11573405	14298733	坐擁金山銀山	202112	2.0
T9d37347555211238202	9533703	2840142	神聖乂阿勳	202112	1.0
T9d37d4e777330500936	10069265	23866202	曉月巫女	202112	1.0
T9d37dcdcb2382598983	20394420	25176574	尋龍分金	202112	1.0
T9d37e6a0e7550867779	10079829	25558399	S拔O蘿S菠	202112	3.0
T9d389b5853704740201	18634527	24161698	來寒哥哥這邊	202112	1.0
T9d389b5853704740201	18634527	24409991	蝶小魚c	202112	1.0
T9d38bd01b3915614665	20871165	14793101	錦鯉業火	202112	1.0
T9d394c9099490342620	21157987	15690270	男朋友凶巴巴	202112	3.0
T9d39621a80943136930	21304495	16101154	萌喵王	202112	1.0
T9d3a5e93b0316386795	11196574	13229870	eRu球球	202112	17.0
T9d3a5e93b0316386795	11196574	14481862	阿戴球	202112	5.0
T9d3aca63f9212413104	21252836	17183579	OrchidCute	202112	2.0
T9d3b225710314238987	21333892	17283599	薩瓦蘭	202112	8.0
T9d3b590208526568566	13907753	12409789	Ohhh土鳳梨酥	202112	2.0
T9d3b590208526568566	13907753	16069423	星爆真傳弟子	202112	1.0
T9d3be74c16510075617	20260845	14027855	原廠親兒子o	202112	1.0
T9d3c3ea942839549646	18807428	26254898	AABB246	202112	7.0
T9d3dd08c22641228919	20830092	14617632	流雲0行水	202112	2.0
T9d3e89e1d4434262682	8968667	18593324	巨躁幫嘍囉	202112	1.0
T9d3f371717253119971	10438823	17038922	Josephinee	202112	3.0
T9d3fd5f3b0236179843	21142678	15630247	夜光n1	202112	1.0
T9d4025f9c7107460074	21236573	15966797	筱貊	202112	2.0
T9d404ac551442432352	17316906	11414258	falsdhfo	202112	1.0
