commondata_001	commondata_002	commondata_003	commondata_004	commondata_009	uniquefloat_001
T94993aebd8602406551	13359096	9907089	LA2ARUS	202112	1.0
T94999dbfe5618871675	12934467	18278554	櫻花花茶	202112	3.0
T94999dbfe5618871675	12934467	18290329	蜜桃花茶	202112	1.0
T94999dbfe5618871675	12934467	18378458	繡球花茶	202112	4.0
T949a57d201853856147	10220213	11835828	星空m布丁	202112	2.0
T949a5f5820743212357	9545723	4100414	隱月奇人	202112	1.0
T949a6926e8995458877	20694984	14252403	憨憨爆肝隊長	202112	4.0
T949ab0db24159972772	12803264	26037459	玄ovo玄	202112	2.0
T949b62f110239081076	20922791	15193698	雲中神君	202112	1.0
T949bb4a114212121093	17670516	13814263	鮪魚歐姆蛋糕	202112	7.0
T949bb4a114212121093	17670516	15986040	酸辣珊瑚魚鬆	202112	2.0
T949be70f53318057997	19250785	14095115	天魂豹獵蒼穹	202112	1.0
T949be70f53318057997	19250785	15442328	天魂湮世穹兵	202112	15.0
T949c0802a4503660457	21351790	16464092	灰之王	202112	5.0
T949cae2972889519505	17546917	11779415	汐洱	202112	2.0
T949d3e57f1126377297	11757611	17007036	你剛不剛硬剛	202112	2.0
T949dbe88b1815656464	15916490	11168912	楓之謎桔	202112	1.0
T949dbe88b1815656464	15916490	9799927	楓之謎棘	202112	2.0
T949ea585d5389534712	21166384	25330958	永恆轉生	202112	2.0
T949ed7a611941512431	21096226	15427839	華麗小女王	202112	4.0
T949f5ff868634279667	9240565	23521999	呼拉拉科科	202112	2.0
T949f5ff868634279667	9240565	23732536	libertien	202112	11.0
T949f6e25b3020899928	20747168	16265770	我是你姐夫哥	202112	1.0
T949fa34b88733463011	17669197	24287778	爾文的天擇說	202112	1.0
T949fda2837051573333	21100283	18430111	AnKo77	202112	1.0
T94a020dd40157641025	8291360	9668053	yin咇蹦	202112	1.0
T94a0c34c51855988359	21179042	25350141	可撥菸酒生	202112	4.0
T94a10a5a73005644647	15320648	15668906	Demiuu	202112	6.0
T94a1229125875934151	20715392	14479606	戴鹿鹿	202112	4.0
T94a18d6fb7548619990	9168628	16323467	o乙霏o	202112	1.0
T94a247cc69700034873	18537337	12287770	hhh5777	202112	16.0
T94a2523f07641769554	7488008	23687807	伊傑oo	202112	1.0
T94a2aeb950420312841	20880659	15408187	新疆刀客	202112	4.0
T94a32f4147691135590	17663529	24284073	艾露惠惠	202112	1.0
T94a3392771191505231	18213093	14843816	雄雄貓咪	202112	1.0
T94a3703849595792178	9820961	25144881	小紫o風	202112	1.0
T94a4544b35815966306	9726671	25291146	不是那樣餒	202112	1.0
T94a568c353066140573	21333900	16338384	万universe	202112	5.0
T94a5773506768191614	17147274	26030974	哈囉雷好	202112	1.0
T94a57d0545453185651	21233842	17159232	APLACA閑人	202112	15.0
T94a5a9e434251919896	18820681	10606598	梅莉迪斯	202112	2.0
T94a6171201040611233	18247023	16272784	中央等於成大	202112	2.0
T94a62e9889222907277	20753322	24874301	小希旻子	202112	10.0
T94a6501a43850007367	13660269	10085907	相遇oooo	202112	3.0
T94a74a5434651970771	18621803	18170671	北極小畜熊	202112	1.0
T94a85d9b02089987535	8768708	15696949	啊萱萱z	202112	5.0
T94a8a27726590170993	21114005	15509258	o0胡桃0o	202112	6.0
T94a8ae8983614680383	12670110	12699048	雲朵輕輕	202112	1.0
T94a8c8e692704399888	21332781	26418000	仙蝶豆腐兒	202112	4.0
T94a8ced3a5900092296	19916067	16295079	肆二	202112	1.0
T94a9693a46314854473	21139455	26115579	o0優紀0o	202112	1.0
T94a97a72f9403028647	21049906	17061786	嘎拉崩瓜	202112	3.0
T94a9fdda29056630630	18481508	13976591	奶油夾土司	202112	1.0
T94aa49de53197606336	16630346	16806394	專屬絲襪正義	202112	5.0
T94aa49de53197606336	16630346	18775133	404希	202112	1.0
T94aacc3715957761479	20747779	14472568	白羽麗華	202112	6.0
T94ab8f9031541441806	20428333	13742611	枯塤	202112	1.0
T94abadbb49667294697	21342824	16400730	亂迣颩雲	202112	5.0
T94abfc0ed6598366733	21344118	16386740	亞蘭劫	202112	3.0
T94ac1a6c67127555475	21242246	15980492	DemiKanna03	202112	3.0
T94ac6ffbf2048357993	21153135	16122414	定權	202112	5.0
T94acb06d76338725024	21258402	16020082	shoulderrrr	202112	7.0
T94ad329ff9691192341	21140048	15608897	虎大ye	202112	6.0
T94ae3e4121704244294	13833682	13132052	好想養薩摩耶	202112	6.0
T94ae3e4121704244294	13833682	17264206	請問可以閉嘴	202112	6.0
T94ae434193665463483	21214138	15854023	葉落終焉時	202112	2.0
T94af38c8e9117315686	21334221	16452651	早瀨优香	202112	19.0
T94af45c097246400508	6877849	4311758	等級隱形	202112	1.0
T94af940654916506037	11701594	9070849	魅影夢情	202112	3.0
T94b002e752478111992	13341538	16276906	KaorukoMoeta	202112	1.0
T94b075a001475761986	13686097	15263418	神子子l	202112	1.0
T94b1bf01d6064906888	21221524	11847210	暖暖的文咒	202112	2.0
T94b1bf01d6064906888	21221524	15896761	苦苦難受	202112	13.0
T94b1bf01d6064906888	21221524	17146247	啦啦啦的你	202112	2.0
T94b1bf01d6064906888	21221524	25417891	老路女你	202112	3.0
T94b1bf01d6064906888	21221524	26263874	男女生文	202112	7.0
T94b235e892840748535	16972092	26130298	靈異良良	202112	1.0
T94b27229b3717714237	21061288	25206152	可愛小肉球o	202112	3.0
T94b2fe7446769141294	21240408	15975223	zz明zz	202112	3.0
T94b3030c23139563807	10153080	9784963	CrazyWindz	202112	1.0
T94b319efb9039934873	17705182	10072776	夜葉o音	202112	1.0
T94b3aea487780277279	20539382	16457122	喬努諾	202112	1.0
T94b3bf8943993085348	12062330	13733022	艾a芝3	202112	10.0
T94b3e553c0838480382	18951542	13121527	緊身奶茶	202112	5.0
T94b3e553c0838480382	18951542	13522832	拳渣	202112	1.0
T94b3e553c0838480382	18951542	13644154	代洗滅谷號	202112	1.0
T94b3e9c498177617389	21156314	26143242	施瑜妹	202112	36.0
T94b5054bb2271869979	17607281	11775880	平原之光	202112	2.0
T94b5d21144226050065	8504470	26151071	搖滾eternal	202112	4.0
T94b5fc6932793533385	20441530	16530394	壹泩只喜蒗	202112	2.0
T94b672c429407190224	21292168	16104117	劍客C	202112	1.0
T94b71b7c41999532189	21209812	18577505	泯淮	202112	9.0
T94b756c9f4178055326	18038139	18669354	Rage花火	202112	1.0
T94b756c9f4178055326	18038139	18777132	滑蛋牛Ra	202112	1.0
T94b76efbc5946056287	9998519	26296424	Lotusao	202112	5.0
T94b76f2921283926251	17446104	25463925	仰望星空的海	202112	3.0
T94b7bed747379803459	18560810	24792585	逼叭寶寶	202112	1.0
T94b7de73a1524862170	21208651	15871665	是冬日誒	202112	9.0
T94b7edf8f3447948817	7748448	24795444	奇奇諾o	202112	2.0
T94b87e5156719545421	9963899	9370374	四十六塊錢	202112	1.0
T94b8c99540253183827	12632409	14922357	Secretly赤刃	202112	6.0
T94b90c3437564770938	18508702	16276276	篠冰冰	202112	1.0
T94b98a5437670825445	21321944	16145909	碧游村	202112	1.0
T94b98c4e64029887345	21224916	15909787	勾錐a果果	202112	6.0
T94ba047c97508990414	21327970	16258883	生椰味	202112	1.0
T94ba7192c4987447647	21014850	16444951	飛葉龍卷風	202112	1.0
T94bae93705245254173	21181680	15775965	我是開拓仔	202112	9.0
T94bae93705245254173	21181680	15798788	貓奴168號	202112	49.0
T94bbd071b8355098778	13501963	18480138	瑀琦血信	202112	1.0
T94bc36a7e8886054298	21049333	15248489	窩係裡吧吧	202112	1.0
T94bce9bf20174503795	21083126	15372775	劍貳十仨	202112	3.0
T94bd0600e7177670884	20060386	15131415	RisingSword	202112	4.0
T94bd0600e7177670884	20060386	16402649	新竹教育大學	202112	2.0
T94bd8ba3d2583204459	20407734	16009751	烏克蘭少女	202112	1.0
T94be8eb5e0241610314	18046220	11695520	金色黎明030	202112	2.0
T94bfdf19e2612774050	8354824	25192114	遇見新的我o	202112	1.0
T94c13d1ca7774483588	13487404	25966812	pantone臻	202112	1.0
T94c1d466c5314512786	17154284	18329092	金奇諾諾o	202112	1.0
T94c201e0e0933932532	21350745	16462819	呼嚧嚧嚧	202112	2.0
T94c243a0d8213610645	13695837	8750565	FalseStart	202112	4.0
T94c273a793650603593	13330098	25356213	我們已經結束	202112	7.0
T94c273a793650603593	13330098	4182667	一口oo口一XD	202112	1.0
T94c3101722150548204	12045259	16317831	Sawzcf	202112	2.0
T94c3101722150548204	12045259	5950132	Qc採蝶	202112	3.0
T94c35cb1b1002629773	8738002	5554709	Meichian	202112	1.0
T94c3714a28019759263	21229056	11847193	猛擊個技能	202112	10.0
T94c3714a28019759263	21229056	15927017	都沒給陪	202112	4.0
T94c3714a28019759263	21229056	18600161	脈搏餓啊	202112	7.0
T94c405a8a7229532306	21069036	15284214	麻的雞排	202112	1.0
T94c4617335172266577	21089668	25249381	仇萬千心無漣	202112	1.0
T94c4cb8ad0488681760	11613314	11239204	抗菌濕巾o	202112	4.0
T94c5130e30430247843	8803102	25507007	梅友尉笙旨	202112	2.0
T94c54b3c59325301179	21220144	15889526	自哉極意功	202112	1.0
T94c58868e2057116098	20466792	16095684	劍劍的同學	202112	14.0
T94c5e44c37009537746	19919344	15975992	FancL無添加	202112	4.0
T94c6b5bac9065394518	21190169	18544835	sakula3	202112	2.0
T94c6ed8478230224901	9672078	24203541	取貨用001	202112	1.0
T94c6f1fe47011646815	12202278	7738190	劍心b	202112	1.0
T94c7723453267155325	7429399	5416218	星痕霥圉	202112	3.0
T94c786bed1918994444	21327888	16255888	快叻男孩	202112	1.0
T94c7a75602046025664	10171590	8885744	羽阡陌	202112	1.0
T94c906a457046356964	10161619	15249883	咭比yo	202112	1.0
T94c92e2aa6066317846	21035929	15546959	小虎跳躍	202112	1.0
T94c98b6bc7023318394	13358511	14359950	泫雅甯	202112	2.0
T94c98eb414898201441	20948154	26124407	戴爾小囡囡	202112	1.0
T94ca374d25674402308	20878117	16866964	樂級級	202112	1.0
T94caa88a47137547450	21158518	11729266	摸魚快樂王	202112	1.0
T94cb6bcf80706707553	13562187	18748051	啊我要裂開了	202112	8.0
T94cb6bcf80706707553	13562187	8733037	武夜o痕	202112	2.0
T94cb9fb056265790913	21137709	11696013	ERICABB	202112	6.0
T94cbb10ad5989126709	21015050	15080455	尚圓雅醫	202112	3.0
T94cc2ea990131803157	20309242	14479402	濟慈Keats	202112	13.0
T94cc8bc5a5198192672	21085214	26049780	大外刈	202112	3.0
T94cc9254c4164691985	21091172	15408541	蝦仁且豬心	202112	1.0
T94ccdce3b1877730936	17601146	23624242	尋覓心啟航	202112	2.0
T94cd066178127322097	21142983	11852866	早晚被綠帽	202112	2.0
T94ce4a0b34655701207	13377822	11963033	瑀暄o雨漾	202112	3.0
T94ce5d8360583883024	21231087	25436339	依理戶	202112	2.0
T94ceb3af32599237936	21225424	15913983	名字太難諔	202112	7.0
T94ceb3af32599237936	21225424	16112790	守昕阿戴	202112	10.0
T94cf0ed290542757978	21053286	15296257	似是故人來m	202112	1.0
T94cf294632441955466	18466931	15596064	輕輕的OvO	202112	3.0
T94cf631e34430532587	21201295	15965304	CptPhantomqq	202112	4.0
T94cffd8c78120068457	13661841	24703753	雙益廚具	202112	1.0
T94d000d1a8430208216	20521876	14213705	斷塵cc	202112	1.0
T94d09d32e1781871497	9992685	25261153	o逐暗者x	202112	1.0
T94d120de36126957531	10801862	11521458	珍奶不加珠珠	202112	7.0
T94d1a29763612573820	21277116	16071290	風騷的阿狸	202112	4.0
T94d1c63b10112354182	10471613	4225928	熊寶倉庫351	202112	1.0
T94d1def5e4751466066	9122391	5815404	初目噯	202112	1.0
T94d1def5e4751466066	9122391	6533254	初目天龍	202112	1.0
T94d2136c09414581487	12674789	6832305	谷怪王之樂章	202112	1.0
T94d2439a35096612853	20892834	14781467	壹夢風塵	202112	2.0
T94d3c8d947005115168	20587132	14027223	何歪歪的情書	202112	1.0
T94d43245a2514276252	14955716	15751340	腸胃炎大血便	202112	9.0
T94d57a8e70721925236	17783988	15892051	o鴻龍o	202112	4.0
T94d634c6e4103685461	13596234	16303068	無不欠	202112	9.0
T94d7fd1b78642644191	17151253	23924417	旎郝帆	202112	7.0
T94d7fd1b78642644191	17151253	26228976	沐曉玥	202112	2.0
T94d8409b84209877121	21328440	16260700	熊貝凱	202112	3.0
T94d8995d94875951858	18863026	17467026	莉莉亞oAo	202112	1.0
T94d8ace029689804669	13917599	8348634	天然呆O少女	202112	1.0
T94d996f2c0339834938	21189707	15812964	小啊樹	202112	2.0
T94d9a25289837022433	21334468	26421207	哈噠HADA	202112	4.0
T94daa80d09166742850	17713806	25398040	菱泱沁o	202112	1.0
T94db004926621465049	20759554	14360987	糖糖ToT	202112	4.0
T94dcb121c7670568959	13113401	10093789	阿宗勒	202112	27.0
T94de546c69480907471	21235635	15959499	o巫王的嘆息o	202112	1.0
T94de69a8f0747448779	18627941	10404870	阿土寶寶z	202112	2.0
T94decf3e09636792994	12786217	9604477	香風心愛	202112	1.0
T94df331528432256183	17737337	12809970	桃樂絲cccc	202112	21.0
T94dfc17d00956173580	10353344	8414751	大學生伊利丹	202112	1.0
T94dfc99647795671551	8432981	25262955	Dream等待i	202112	2.0
T94e0304295568870438	19114145	13070771	AphroditeC	202112	4.0
T94e0443198138330935	12239729	17086747	肉肉在哪兒	202112	1.0
T94e0847e96780995152	20653822	14231364	風鈴碎冰	202112	1.0
T94e0847e96780995152	20653822	16300590	太念念才難忘	202112	1.0
T94e0950346129528083	18834781	14578120	0肌肉哥0	202112	1.0
T94e1219747345021673	18182269	11656819	眸眸噢	202112	1.0
T94e1fb8268228234965	21333327	25555850	墨影咒獄	202112	1.0
T94e213ce22818674349	13810896	25223318	想歐的卡發	202112	11.0
T94e213ce22818674349	13810896	7658828	卡卡的卡發	202112	9.0
T94e2174dd2142425478	21143327	11714870	成田大進	202112	10.0
T94e2da7f85449239519	20759729	14402838	v德邦總管v	202112	2.0
T94e2e17a45211979196	21189977	15793162	日月卿澤	202112	4.0
T94e34cb3c6423099787	9179342	7795760	Chis86	202112	4.0
T94e3a4f4a6888294724	17276282	8727806	里程最愛005	202112	1.0
T94e46da1f9600750771	21332623	16383831	3K韓夫	202112	23.0
T94e49d6432801281497	17377476	15241230	RuImInG	202112	1.0
T94e49d6432801281497	17377476	17024684	瑁瑁Tortie	202112	5.0
T94e54b7b27474957500	13820012	11398549	薯泥熱壓吐司	202112	3.0
T94e5b96ee1040846309	21007121	16915118	Brook12	202112	6.0
T94e83d6fc7515945143	20491122	26190119	o闇夜龍息o	202112	2.0
T94e8537248620696371	20744725	14479845	女儿阿黛	202112	2.0
T94e87b78d8031448953	21169431	15873700	劍皇索隆	202112	4.0
T94e97d93b0812578780	18612824	25325927	嚓嚓嚓滴滴滴	202112	4.0
T94e9d3fd13165024618	19716657	15440656	悠仁歐尼醬	202112	1.0
T94e9da8742901007173	19669448	11083746	琉德神子轉車	202112	1.0
T94e9da8742901007173	19669448	13386270	oh河馬ho	202112	4.0
T94e9da8742901007173	19669448	13442434	陰陽x河馬	202112	2.0
T94eb00eae0932530166	18841346	12868490	kaomeow	202112	2.0
T94eb94f263679055838	17954811	11951422	天亮在夢醒時	202112	4.0
T94ec3064c6964040180	21166661	11747437	哈樓隬門好	202112	3.0
T94ec455bc0782624198	21204890	15827979	小皮丘子	202112	1.0
T94ec5d7237526451007	10175139	25538056	風魔森蘭丸	202112	1.0
T94ec5fc9a5323904428	17495551	18251083	暗暗幽靈	202112	1.0
T94ec89e785502462344	9880916	25141734	光月金城	202112	1.0
T94ec89e785502462344	9880916	25141806	赤傲修羉	202112	5.0
T94ed8fffa3709964307	13775173	18544034	溫柔如鯨落o	202112	1.0
T94ee7044b5916336419	12241282	4033560	0o梵天如來o0	202112	10.0
T94ef059931074663452	18438570	17099971	取名就是藝術	202112	1.0
T94ef3fb127119410862	21031569	15513629	Allen盜1	202112	1.0
T94efb29bb9860521430	18525039	11641947	悅氏四季春	202112	1.0
T94f088e029501709262	11799021	25752557	DX飛劍亂舞XD	202112	8.0
T94f09db5d6976807530	17708436	25601038	x快樂小豬x	202112	2.0
T94f0bbfb58666177983	13969366	16383373	嫩逼橘子33	202112	6.0
T94f0d8d733942858821	21159108	15682344	藝蔻	202112	1.0
T94f1230450474611984	20633674	14087749	汐菲	202112	1.0
T94f1b0e1f9651227011	21157270	11724683	魔教若雪	202112	2.0
T94f2115f24250904155	21004222	15032630	弈諾	202112	1.0
T94f2e41da3423690026	21170432	26209503	時間璃	202112	1.0
T94f2f58af3456701008	17265747	16861119	ScorPio嘟嘟	202112	1.0
T94f3019875958774926	19978337	13521777	遊牧餓魚	202112	1.0
T94f401e357386055264	17016503	26076520	星羽a楓辰	202112	5.0
T94f447b968892653671	20870443	11527348	喵喵小憂鬱	202112	9.0
T94f4bb7cb7727064510	18473408	26448245	蔡小有	202112	1.0
T94f4d22961746424609	20804767	14501966	暗夜之扇	202112	3.0
T94f5816d90520450669	21291589	11987234	繁落u	202112	1.0
T94f5d822d1462364421	21346624	16425391	軒轅TNT真	202112	4.0
T94f6320466346183542	10286485	9944662	星玥o葆蓓	202112	5.0
T94f63d58b9474109347	10660830	18301835	Sheep琪u	202112	1.0
T94f6500cc0485328350	20741734	14307028	非酋家的愛總	202112	3.0
T94f6500cc0485328350	20741734	14359531	非酋家的艾總	202112	3.0
T94f6500cc0485328350	20741734	14474420	非酋家的黛兒	202112	3.0
T94f6500cc0485328350	20741734	14489763	非酋家的老虎	202112	2.0
T94f7c48e58350797374	17422218	17123152	澄雪楓	202112	2.0
T94f97e5267328194789	11036062	13841264	慈心開拓者	202112	1.0
T94f9a1dca4100404011	13646353	11546326	良家少年郎	202112	1.0
T94f9d59b00567841200	21119312	25271188	o喵紫喵澄o	202112	1.0
T94fa1c33b4947128487	21114031	11669432	麥穗米香	202112	1.0
T94faa4c340649416828	21014984	15079851	王馬龍鬼	202112	3.0
T94faa8d111470462309	21014633	15077129	Kimo蠢虎	202112	6.0
T94fab3b6c8197441687	20402086	13716168	星海月舟	202112	2.0
T94fac49fa9128977769	21026598	15125629	古古怪怪鴿鴿	202112	1.0
T94fb199260524423910	21134342	17015514	三個雪人	202112	5.0
T94fb30caa1617736465	10287597	17181810	來碗雙胞胎	202112	1.0
T94fb38ab96375921665	16487842	25227769	凜夜墨雪	202112	7.0
T94fb4f1183848700883	9595380	6738937	0o龍魂砲o0	202112	2.0
T94fb4f1183848700883	9595380	8140923	0o龍魂者o0	202112	8.0
T94fb4f1183848700883	9595380	8538498	0o無涯o0	202112	3.0
T94fb9e3a70487446845	13585073	25376223	魚包Fishxd	202112	2.0
T94fd204763011077248	21168135	18515096	蔥燒豚骨湯	202112	1.0
T94fd59b567256551592	17253281	18452576	超強土撥A	202112	4.0
T94fdcb2f53035936666	20574432	15015131	吉他手jane	202112	2.0
T94fe249b44430449234	17586871	10612295	固拉多也想飛	202112	1.0
T94fe54b786370908075	21135954	15685054	亞比貓oo	202112	1.0
T94fecd6577280151533	21050192	15218982	黯影貓	202112	2.0
T94fecd6577280151533	21050192	15843149	黛爾貓	202112	3.0
T94ff00b039186324927	20469377	25623725	無上幅光	202112	7.0
T94ff051256980428140	18832246	13533570	雙刀阿濱	202112	1.0
T94ff61b636038081298	21080677	15358245	綠色的狐貍	202112	7.0
T9500166798619415093	21056590	15238658	山本拉麵	202112	1.0
T9500541073969798896	20839111	11811842	Ice翡翠	202112	7.0
T9501a32d66175895252	21024420	15138096	秋憶小陰陽	202112	1.0
T9501a32d66175895252	21024420	16263047	米團林七七	202112	1.0
T9501bccd41221277288	18497287	10217918	三月的鶼鰈	202112	1.0
T9502bc4d59381881443	21334149	17286496	茶菇樹	202112	1.0
T95038fc653076618392	21100712	11880799	醉夢亦辰生	202112	2.0
T950394ff23894489794	19125514	13416526	理直氣壯的灰	202112	1.0
T950394ff23894489794	19125514	13762778	可樂雪碧紅茶	202112	1.0
T9504747879730614239	20994818	16904029	Oclumency	202112	3.0
T95051d9584430881439	21234235	16012211	霓霆月華	202112	1.0
T95053185b3337405710	17918622	15280371	嗷嗷嗚翱	202112	1.0
T95057d27f0387334440	16452327	10906737	O一O小雷XD	202112	2.0
T95064fcd08040254450	21136964	16343517	出活	202112	2.0
T95064fcd08040254450	21136964	25556064	來看待時間發	202112	1.0
T95064fcd08040254450	21136964	26427072	扣積分兌換公	202112	2.0
T95066bade3138558184	21039949	16087172	wW臭弟仔Ww	202112	8.0
T9506c5ee58652528838	13893068	17433966	麥香妤c	202112	1.0
T9506d24d21453241119	17027174	15408727	星夜O軒	202112	3.0
T9506f31957726174285	11709541	16611010	焨璃蝦球	202112	4.0
T950710c4c5951582900	8996706	16265634	陰瘍瘍	202112	12.0
T9507869f67723209923	20644440	14123560	石家莊趙子龍	202112	4.0
T95082609e6868777894	17631732	8106688	alexvictor	202112	5.0
T95082609e6868777894	17631732	8192671	floorjansen	202112	4.0
T9508737b35557176701	21135955	15636322	HatsuseIzuna	202112	2.0
T95091acf91914507027	17123164	12397811	安妞襪襪	202112	4.0
T95091acf91914507027	17123164	12604852	聖魂o安妞	202112	3.0
T95091acf91914507027	17123164	13207688	懵漾安妞	202112	3.0
T9509411371437115683	19760050	25159443	西裝暴徒o	202112	1.0
T9509bc5bb3715425299	8752645	8796857	菊花慚滿地殤	202112	3.0
T9509f95645610680838	18531083	15394405	阿胖老爹	202112	1.0
T950a3f7732703505106	21102336	15468118	苦味洋蔥	202112	6.0
T950a5ed217599559489	17037524	12342335	sadasdadfg	202112	3.0
T950ad71aa2725163425	18474282	11233404	熊仔ss	202112	3.0
T950b035377720555734	13997996	12039681	絲芢淚	202112	2.0
T950b372a78189750612	21322361	25531582	栓塞腸姬	202112	2.0
T950b97b5e9625170201	21003073	15036498	陌上曦辰	202112	3.0
T950bb4f244860836471	21221679	15941469	島生	202112	6.0
T950bea53c6179126122	20472332	13824355	峰一洋的少年	202112	1.0
T950bfdfb21381630261	8508912	10512730	飲料喝50秒	202112	1.0
T950d01cc82926097029	21072407	18396760	燃燒角色名稱	202112	1.0
T950d535db4226880673	18158394	11816485	leelinda77	202112	6.0
T950d7c0942538387706	11058261	18383273	這個是老闆	202112	1.0
T950da77941375266421	9832681	14715399	艾豆o	202112	2.0
T950daab4c0315435285	16152546	24064739	嵐kaze	202112	1.0
T950db51f19866274605	21331912	16294608	日你大巴	202112	5.0
T950eb347a4936831598	20434194	13787640	唔好講愛我	202112	1.0
T950ecf0a72395991084	13527925	9522066	小雄砲砲	202112	1.0
T950efa26c1188292193	13628170	26201213	我不是BIECH	202112	7.0
T950fb9d834154184391	8897367	11646196	唯風夏鈴	202112	2.0
T950fbe2b56493465343	21218075	17138962	蒸餾酒精o	202112	1.0
T950fd43932180558936	8916354	16461483	無花蘇梅	202112	1.0
T9510398175058438106	13927211	14770932	卡菲莉亞	202112	2.0
T95107252b1888718028	21332877	16316058	水獺乂Saber	202112	7.0
T951153dca9542763063	7260020	19593233	乂緋紅之春乂	202112	1.0
T951203bc33362055638	21321150	16349251	高傲的米神	202112	1.0
T951267b4d5263822675	13965728	25967468	Baoa	202112	1.0
T95129ab618220853540	19457814	18412707	我要去PP家嗯	202112	3.0
T9513a5df78550377399	18168163	11313292	荳茹雞zzz	202112	11.0
T9513ffc808832681947	9282511	14670749	溜溜球的天空	202112	1.0
T95140b4b48497825596	21209286	15837775	如圖二人	202112	1.0
T951474e196167747144	18456171	25544284	TonyPathFind	202112	3.0
T9514a782b5239312240	21334099	12004653	KoMiSoHaMa	202112	2.0
T9514c4a267361280890	17652641	8068326	冏華	202112	3.0
T9514f76e28316357879	17526287	11891024	沒人緣717	202112	8.0
T9515129aa7817914637	8542848	12418213	Elite槍神	202112	1.0
T9515129aa7817914637	8542848	26186429	瑞士洛桑o	202112	1.0
T9515ae1837337740466	9205456	23763489	紫狐神玥夜o	202112	4.0
T951734dff9523233184	21320613	26379492	luna9488	202112	2.0
T951734dff9523233184	21320613	26435590	RevengerLuna	202112	1.0
T951734dff9523233184	21320613	26450086	LunaMarksman	202112	1.0
T95175b3a96835836719	11404319	25152118	Music風中飄o	202112	2.0
T95177116d0505097507	9539530	8248775	黑白虎兒	202112	1.0
T9517806308521240941	11912139	16944948	喵o寶葆	202112	9.0
T951787b836955796406	17578513	9621375	魔斬竹	202112	3.0
T95179d08c8612704200	20483954	13994691	嗎菇蘑是也妳	202112	5.0
T951803b402872411500	10370371	25735661	炭烤小腿雞	202112	2.0
T95185cd858990937107	20653497	14497279	無敵美伢拳	202112	1.0
T951951bb04786807992	21059580	15265887	愉筠	202112	24.0
T9519a23f51976747330	21174695	17137012	金錢之呼吸	202112	1.0
T9519c06d10384409939	19841099	25206547	阿淳淳淳淳	202112	7.0
T9519ec0a85280840460	17775008	14975288	半熟番茄蛋	202112	2.0
T9519f13353099570693	11486535	10268604	剎那永遠	202112	1.0
T951a1ce0f0332436992	9866299	26139898	創世小神通	202112	1.0
T951a895ae5572436099	21327365	16253885	救贖日	202112	1.0
T951ae541a8637592760	21121471	15545284	天華水月	202112	1.0
T951bdfbf41408576666	18574085	26008346	松阪豬肉z	202112	1.0
T951c2cf5e3318125356	12914717	12008602	冥炎劍	202112	6.0
T951c9dd2c3744582928	13186241	8630675	夏嬣兒	202112	2.0
T951ca68166001481689	21113504	15912226	麥大錘	202112	2.0
T951cc28011041633025	9755496	17265522	WhisperZv	202112	6.0
T951cec9773576715606	21242457	18623452	雪楓楓戀兒	202112	7.0
T951d229571973454053	8485941	25416012	泡泡泡泡M	202112	1.0
T951d2a1d11583752072	14757960	16547481	PrayYarp	202112	5.0
T951dcdcef3188974181	21022717	15101219	是呦呦喲	202112	3.0
T951dcdcef3188974181	21022717	15482431	真的打不濄阿	202112	2.0
T951dd41a33061351217	21323837	12013870	穆爾斯傑克遜	202112	1.0
T951de32fe3970562348	21096392	15428592	貓來OWO	202112	1.0
T951deb88d6998483738	10454339	24964865	AdeleTzu	202112	1.0
T951df44da1957991990	21043366	15206312	墯落之玉	202112	2.0
T951e1147f4036218065	13444312	10059053	阿比冒險	202112	1.0
T951e868160604908430	18808463	18534182	牛頭牌牛頭人	202112	1.0
T951f50d103030808327	19079973	13027353	詩冉	202112	1.0
T951fdba480901482225	21082765	11752202	透明的人生	202112	7.0
T951fe81cc0160849632	21143035	26244775	Winariah	202112	1.0
T95215f19c0793881160	13762116	11864792	BoFish勳	202112	1.0
T9522cf1f51142702676	17182375	16025810	海豹乖乖獸	202112	7.0
T95237344e9608158121	20473631	15280053	政治不正確x	202112	1.0
T95237f0d60826527397	13573397	10899150	Lordy羽毛	202112	1.0
T9523da6003235400978	12237755	15664012	驗定索座	202112	5.0
T9523da6003235400978	12237755	17136127	林酷豹座	202112	1.0
T9523f85758705775799	10799505	14811405	滴唷	202112	9.0
T9524a30f08069995652	21159424	15683219	o乂之鬼o	202112	1.0
T9524b4e703235832248	21214664	11816124	穆悕	202112	1.0
T9524cd1d76030313767	18184990	11945032	歐皇yooooo	202112	1.0
T9524d53655331361169	9169887	16974926	備用倉庫角52	202112	2.0
T9524d53655331361169	9169887	17278533	備用倉庫角22	202112	1.0
T9524d53655331361169	9169887	26439038	方蘭特	202112	3.0
T9524d53655331361169	9169887	8200833	烏爾比斯	202112	1.0
T9524defe37347187274	17496958	11848495	小伊唏	202112	1.0
T9524eaf4c2398292345	21334925	16422591	雲影君	202112	3.0
T9526161814575022118	21347967	18767507	yu54321	202112	4.0
T95264d2308183419501	10473452	24300483	專殺Kinesis	202112	2.0
T95265ac0e2418156659	7272768	18439931	伏特加過敏	202112	14.0
T95270121e1422603445	17367772	18095172	xoo哲oox	202112	1.0
T95270f1191566203953	13569403	16359510	sss124	202112	2.0
T95273a3738645269135	20868458	11837460	唐門宗主唐三	202112	2.0
