﻿TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,TABLE_TYPE
20200807_ServerLogDB,dbo,FxServerErrorLog,BASE TABLE
20200807_ServerLogDB,dbo,FxServerErrorLog_20180423,BASE TABLE
20200807_ServerLogDB,dbo,dtproperties,BASE TABLE
